Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
92603662,1/2/2020,3:06:22,Import,DE,PORT_20,SI,853710,MRAROIU,UVKG8JK,180.3,0.6,0.603,LINE_MODE_10,50.1,Clear
84067615,1/2/2020,23:46:55,Import,MY,PORT_40,PY,261900,O6AMSF7,L04YPY8,1215840,202640,193257.768,LINE_MWIDNS,10.1,Clear
84059707,1/2/2020,12:47:07,Import,US,PORT_20,PL,400911,FBKWIIB,WCKFJ61,725.76,1.6,1.612,LINE_MODE_10,51.8,Clear
21143403,1/2/2020,6:58:03,Import,CN,PORT_40,DJ,851829,NB7S8YQ,OJSCAW7,8377.6,88,80.063,LINE_MODE_10,16.7,Low Risk
54838489,1/2/2020,20:58:49,Import,US,PORT_20,AT,630710,LHMZ0BH,LQIJWPR,6534.84,920.4,889.751,LINE_MODE_10,24.7,Clear
56747478,1/2/2020,1:59:18,Import,IT,PORT_20,AM,680291,Y6R9IMD,Y1DIJHP,1173600,24000,23932.8,LINE_MODE_10,44.8,Clear
97878449,1/2/2020,19:11:29,Import,CN,PORT_20,PG,560391,GNTQ01X,NH38CYF,47023.8,543,535.778,LINE_MODE_10,37.9,Clear
65547224,1/2/2020,3:17:44,Import,FR,PORT_40,DJ,851822,LLOUM5I,H0YUACY,7095,50,48.71,LINE_MODE_10,29.7,Clear
91910410,1/2/2020,19:20:10,Import,MY,PORT_40,HN,401519,8V7MR0F,MEIP9W0,401265,7230,7455.576,LINE_MODE_40,61.3,Clear
55296135,1/2/2020,21:02:15,Import,PL,PORT_20,SD,620462,AY89LH5,YVRA5HF,14030,100,99.37,LINE_MODE_40,36.5,Clear
29892142,1/2/2020,15:14:22,Import,CN,PORT_40,OM,961800,22JV8UE,9BL24RS,16042.53,55.3,53.376,LINE_MODE_10,23.7,Clear
92537849,1/2/2020,23:41:29,Import,CN,PORT_40,PG,854370,VIXK8AG,U3GCVEO,3830.32,330.2,325.808,LINE_MODE_40,31.9,Clear
33419521,1/2/2020,10:28:01,Import,VN,PORT_20,UG,620343,PCSBCXW,PF56GPT,592800,3000,2852.1,LINE_MODE_10,14.2,Clear
90239614,1/2/2020,13:37:34,Import,DE,PORT_80,GG,842199,3Z5L1PO,Y03WKJU,1786.4,308,316.994,LINE_MODE_40,60,Clear
79755031,1/2/2020,11:26:31,Import,GB,PORT_40,UG,852329,2D2MYTA,46C5OXJ,144800.77,5.3,5.542,LINE_MODE_10,10.9,Clear
90985933,1/2/2020,0:20:13,Import,US,PORT_40,KR,830250,LMC03UW,B1875BL,126.7,1,1.045,LINE_MODE_40,4.2,Clear
29121654,1/2/2020,17:44:54,Import,CN,PORT_62,FJ,850490,N2WHDTJ,20P79IP,104965.5,435,439.002,LINE_2SP9SH,46.8,Clear
39996759,1/2/2020,17:36:39,Import,CN,PORT_13,NO,650691,BMH6J4M,1QSWF8K,194567.76,597.2,586.271,LINE_MODE_10,34.6,Clear
65153144,1/2/2020,21:49:44,Import,TW,PORT_20,HN,854239,0LICM7E,IU5QO7Q,522.5,12.5,12.678,LINE_MODE_10,56.1,Clear
55355481,1/2/2020,5:07:21,Import,CN,PORT_40,FJ,391990,HXRYQ4U,V4Z5Z2K,3,30,27.063,LINE_MODE_10,23.1,Low Risk
37082229,1/2/2020,2:01:09,Import,CN,PORT_20,BR,392690,30TFI2G,LICIJAN,108,180,204.091,LINE_MODE_10,44.9,Low Risk
13844785,1/2/2020,19:26:25,Import,CN,PORT_40,LR,871200,5VOMCFU,U0867HI,1676759.75,4953.5,5965.203,LINE_VZIZJJ,92.4,Low Risk
70709940,1/2/2020,21:39:00,Import,DE,PORT_30,IL,841940,DMW06JW,F5O2DK0,266362.46,154.7,157.206,LINE_MODE_40,51.4,Clear
51502279,1/2/2020,0:15:19,Import,TH,PORT_20,BR,392062,V7AX5I3,57M3YAH,299886.1,20681.8,21130.595,LINE_EIZP3I,61,Clear
48433537,1/2/2020,14:37:37,Import,CN,PORT_40,CA,902490,GG8BN7J,0FWK4FA,2911.5,15,15.64,LINE_EIZP3I,74.9,Clear
27142667,1/2/2020,5:09:47,Import,CN,PORT_40,PY,611011,HW96MLB,Y7GUHAF,188.79,0.7,0.719,LINE_W6UCD9,59,Clear
20824144,1/2/2020,9:33:04,Import,TW,PORT_40,BR,848190,BGXLMKK,V7U393R,87.8,2,2.028,LINE_MODE_10,56.1,Clear
48809614,1/2/2020,17:17:34,Import,MY,PORT_40,HU,370130,HK4G0IL,B2R58DL,138142.4,44,45.285,LINE_MODE_10,66,Clear
66009718,1/2/2020,1:29:58,Import,CN,PORT_20,RS,940169,L26HSGE,OAXQLRN,116890.4,1628,1590.882,LINE_MODE_10,31.6,Clear
33127022,1/2/2020,4:29:02,Import,CN,PORT_30,ES,940490,IITU56C,KGLU4BG,13349.49,577.9,592.463,LINE_MODE_10,63.3,Clear
32069865,1/2/2020,15:17:45,Import,CN,PORT_20,PY,630622,5PE4M24,A7POIBB,7140,1020,914.44,LINE_MODE_40,25.2,Low Risk
62040320,1/2/2020,22:45:20,Import,VN,PORT_13,CR,230990,HJAXBP3,96QVZP3,3252600,46800,48026.16,LINE_MODE_10,64,Clear
15851969,1/2/2020,2:03:29,Import,JP,PORT_20,SV,390290,F3LYP3T,U8M4Z4C,840480,2400,2464.08,LINE_MODE_10,64.3,Clear
26796424,1/2/2020,4:31:04,Import,TH,PORT_30,LV,392062,TP13DDU,UQHMADE,299886.1,20681.8,20148.21,LINE_MODE_10,29.7,Clear
32843831,1/2/2020,23:13:11,Import,KR,PORT_40,JP,847790,YHZF1M5,ZX33IL2,8080.2,67,71.979,LINE_MODE_10,8.6,Low Risk
46259371,1/2/2020,7:05:31,Import,CN,PORT_39,CA,620640,8OK2G0F,NWB76BS,687.6,36,35.125,LINE_988GCP,30.7,Clear
36201135,1/2/2020,4:52:15,Import,CN,PORT_20,ES,392690,C778XGM,BVU01MU,30.6,51,50.679,LINE_MODE_10,42.5,Clear
15655053,1/2/2020,8:25:33,Import,CN,PORT_30,PG,720221,FM24UMT,OMBWJUK,7572000,20000,19694,LINE_MODE_10,36.6,Clear
37204442,1/2/2020,13:06:02,Import,VN,PORT_40,GN,620292,H3KPREH,5VUE8VT,710446.68,505.8,513.488,LINE_MODE_40,50.7,Clear
30390132,1/2/2020,8:54:12,Import,US,PORT_20,TT,903010,YPAL7B4,26DPZC6,27030.64,2.6,2.653,LINE_MODE_10,60,Clear
34512418,1/2/2020,0:14:58,Import,CN,PORT_40,MT,950300,HESM5N3,R3UQ8GB,333041.58,4978.2,5113.607,LINE_VZIZJJ,58.6,Clear
74483829,1/2/2020,7:21:09,Import,TH,PORT_20,UZ,210690,3UGLL4I,5LPVHRD,5882250,46500,46346.55,LINE_MODE_10,44.5,Clear
17476981,1/2/2020,1:59:01,Import,DE,PORT_40,BR,121190,30EZMVX,69RSNY6,18.12,0.3,0.306,LINE_MWIDNS,54.4,Clear
65912175,1/2/2020,17:56:15,Import,CN,PORT_40,NG,940180,E808G5S,LP6EWRR,7257.84,6048.2,5889.132,LINE_MODE_10,29.3,Clear
91007101,1/2/2020,11:01:01,Import,CN,PORT_20,IL,650500,YC583OE,XE2UJGU,732.6,198,190.219,LINE_MODE_10,20.8,Clear
54007502,1/2/2020,4:37:02,Import,CN,PORT_20,BR,940540,HZ768MN,1XUHGU5,26368,2560,2808.422,LINE_MWIDNS,36.2,Low Risk
80451343,1/2/2020,8:03:43,Import,CN,PORT_20,MN,620442,1F28A1Z,XXPRVGD,11660,200,197.94,LINE_MODE_10,39.9,Clear
65531568,1/2/2020,0:00:48,Import,FI,PORT_30,EC,681182,TQEVPHY,Z2JP4ZG,1070,10,10.022,LINE_MODE_10,48.1,Clear
88467426,1/2/2020,13:53:06,Import,GB,PORT_30,PG,382200,1OQ5SZB,VO9L3NH,917.43,0.3,0.307,LINE_MODE_10,62,Clear
29537685,1/2/2020,11:54:45,Import,CN,PORT_20,PL,71080,J986ETI,V7P5ZIU,2694147,11010,10665.387,LINE_MODE_10,26,Clear
43802671,1/2/2020,16:40:31,Import,CA,PORT_40,FJ,870324,1UP3S1C,6WQKYWD,15540.8,1766,1840.737,LINE_W6UCD9,99.5,Low Risk
23304760,1/2/2020,12:12:40,Import,US,PORT_20,UG,481149,9AG8233,I6HZCKT,11690,700,704.34,LINE_MODE_10,50.8,Clear
41792613,1/2/2020,4:51:33,Import,IT,PORT_20,CL,420292,2TSD24C,W5WQQV8,0.6,1,1.005,LINE_MODE_40,43.8,Clear
64496769,1/2/2020,21:10:09,Import,CN,PORT_16,ES,841459,O64BOMR,YN3O2G6,609591,9510,9763.917,LINE_MODE_40,58.3,Clear
99343212,1/2/2020,18:32:12,Import,CN,PORT_16,TT,732690,LDUEBK6,8PDKYER,99,66,64.693,LINE_MODE_10,33.6,Clear
99562790,1/2/2020,7:39:50,Import,SE,PORT_40,RS,901839,MQF0P6B,BCTIFJS,1630.5,5,5.206,LINE_MODE_40,67.9,Clear
58095731,1/2/2020,9:38:11,Import,JP,PORT_40,BG,950631,MQ8UVBH,7G104PH,12975,30,29.871,LINE_MODE_40,37.9,Clear
72377348,1/2/2020,22:57:08,Import,CN,PORT_40,CR,950300,KZQQLLU,YZLV2C4,196480,1600,1619.52,LINE_77BN4M,48.7,Clear
38958183,1/2/2020,23:31:03,Import,JP,PORT_20,TT,392690,TJ0SUA2,E0OSKO6,0.3,0.5,0.485,LINE_MODE_10,26.7,Clear
26613376,1/2/2020,4:52:16,Import,CN,PORT_40,RS,611030,L47OGO7,MU7NSIW,5837.12,62.9,62.787,LINE_MWIDNS,39.5,Clear
46835605,1/2/2020,19:33:25,Import,CH,PORT_20,IR,910219,S0XK6J5,X3S3PP4,315.54,0.1,0.101,LINE_MODE_10,52.4,Clear
37738859,1/2/2020,7:44:59,Import,CN,PORT_30,ZZ,901910,OT1NUHM,REPR4IS,946.4,182,187.769,LINE_MODE_40,61.6,Clear
48558371,1/2/2020,8:22:11,Import,ID,PORT_20,SV,401699,K69MR49,H40BV8D,126428.5,6985,6815.264,LINE_MODE_10,30.7,Clear
93938093,1/2/2020,23:02:53,Import,DE,PORT_40,PY,842199,U71WUN6,6QOKZS1,319,55,53.058,LINE_MODE_40,17.4,Clear
93098019,1/2/2020,19:57:39,Import,TH,PORT_20,IL,853641,64IKMJ1,OZB7KED,16053.75,1284.3,1222.268,LINE_MODE_10,14.8,Clear
79556341,1/2/2020,6:15:01,Import,CN,PORT_20,MN,91011,VZ8JFY8,39N2UXR,4512000,24000,24976.8,LINE_MODE_10,73.6,Clear
78991990,1/2/2020,18:53:10,Import,JP,PORT_20,KE,350691,OS43ICR,HV1AB1L,310.22,0.2,0.208,LINE_MODE_10,73.9,Clear
27310746,1/2/2020,1:55:06,Import,CN,PORT_40,SD,392690,CGN27K6,P9HG2N4,302.4,504,485.453,LINE_MODE_40,16.4,Clear
92210701,1/2/2020,17:21:01,Import,VN,PORT_20,PL,845150,PMEDQJ8,E44MM7Y,601200,1800,1729.26,LINE_MODE_10,20.8,Clear
19036276,1/2/2020,0:07:16,Import,NL,PORT_40,OM,392690,3GQAOA4,7TKBH6M,18.96,0.6,0.629,LINE_MODE_40,6.5,Clear
55100851,1/2/2020,7:03:31,Import,CN,PORT_20,CR,71080,S2VGP2T,8QESJW5,31824000,120000,124284,LINE_MODE_10,70.3,Clear
39065187,1/2/2020,15:38:27,Import,CN,PORT_20,RS,210390,KYY9NKU,AVOO0AW,486000,18000,17418.6,LINE_MODE_40,19.4,Clear
21827031,1/2/2020,13:39:51,Import,US,PORT_20,MT,330499,C2NJUKR,LX077P8,43447.71,162.3,169.717,LINE_W6UCD9,10.9,Clear
26076545,1/2/2020,19:49:05,Import,IT,PORT_40,NG,640399,2Z2POPJ,MSX9L0Y,1257,5,5.194,LINE_MODE_40,66.2,Clear
27008836,1/2/2020,6:43:16,Import,CN,PORT_40,MN,382499,5C2RPY6,DH4O31M,125000,10000,9038.6,LINE_MODE_10,21.7,Low Risk
55933132,1/2/2020,2:50:52,Import,SG,PORT_40,BG,732690,M1KRMOQ,LSITAA8,0.6,0.4,0.408,LINE_MODE_10,60,Clear
43497534,1/2/2020,3:02:54,Import,FR,PORT_20,MG,300630,KHZY7FK,QXPOJKV,1097.02,0.2,0.181,LINE_MODE_10,22.3,Low Risk
74776612,1/2/2020,5:08:52,Import,CN,PORT_40,WS,540761,E0BIR2P,PF1L1IG,16722.2,691,677.318,LINE_MODE_40,27.6,Clear
14935873,1/2/2020,15:19:13,Import,CN,PORT_120,ZZ,293139,L31A15G,584WE73,870300,1500,1462.05,LINE_KJ8YGQ,30,Clear
89262639,1/2/2020,14:34:39,Import,CN,PORT_40,CA,610910,5KVVCF1,5PDPMM1,624,40,42.717,LINE_MODE_40,115.8,Low Risk
42185163,1/2/2020,3:54:03,Import,CN,PORT_40,HU,940161,BSUHCD2,HV1AB1L,83797.6,5513,5401.086,LINE_MODE_40,27.3,Clear
55295049,1/2/2020,1:08:09,Import,CN,PORT_40,MT,70320,MV2TS4B,2162JQU,11649600,48000,47361.6,LINE_MODE_10,37.9,Clear
15510874,1/2/2020,19:38:34,Import,ES,PORT_30,PG,711311,ZG0M4ST,0XNKP0S,29.05,0.1,0.114,LINE_MODE_10,46.8,Low Risk
92700589,1/2/2020,14:13:49,Import,CN,PORT_40,LV,960310,JKWLP5F,7J9O5M7,8100,20,20.334,LINE_MODE_40,51.7,Clear
44059036,1/2/2020,6:53:16,Import,JP,PORT_16,LR,711719,IIX3C8X,CCZWU53,15.6,0.5,0.452,LINE_MODE_10,21.7,Low Risk
38614674,1/2/2020,2:41:54,Import,CN,PORT_16,GG,391810,PWNE9N4,6LCB8O7,21117753.6,108019.2,123340.643,LINE_MODE_10,46.8,Low Risk
73148389,1/2/2020,15:03:49,Import,CN,PORT_13,CA,551512,M5KYBBQ,BDHIVEX,1007.5,775,787.942,LINE_MODE_10,57.7,Clear
69898565,1/2/2020,20:36:05,Import,IT,PORT_40,JP,392410,GVRV184,8Y1PKR0,83.86,59.9,61.619,LINE_MODE_10,65.6,Clear
35185413,1/2/2020,9:31:33,Import,US,PORT_20,BR,382200,2Q61RC8,GFE4F5Y,20007,5,5.023,LINE_MODE_40,43.8,Clear
81166116,1/2/2020,15:44:36,Import,KR,PORT_30,OM,730721,ABC5TTW,6Y7C50F,2210,34,35.575,LINE_MODE_10,108.1,Low Risk
60596783,1/2/2020,7:34:23,Import,CN,PORT_20,BG,850511,H8JRSLI,MHL4F2V,5399.2,34,32.97,LINE_MODE_10,26.7,Clear
97788341,1/2/2020,1:21:41,Import,CN,PORT_20,MN,71080,P1TZXEU,UQT91IP,14073600,48000,49953.6,LINE_MODE_10,73.6,Clear
82390812,1/2/2020,13:32:12,Import,CN,PORT_16,HN,392690,E970KIJ,GGEFVY8,270,450,441.09,LINE_MODE_10,33.6,Clear
17795503,1/2/2020,3:39:43,Import,JP,PORT_140,PL,390710,SOJIKWS,YHJZ6P7,66898,332,335.22,LINE_MODE_10,53.1,Clear
43947541,1/2/2020,18:55:01,Import,CN,PORT_30,LB,71080,9ISMYBS,R4ZGF06,25194000,95000,101300.4,LINE_MODE_40,114.8,Low Risk
77786590,1/2/2020,12:03:10,Import,CN,PORT_30,MN,900211,EKTUG9G,RZM2Z77,2518.14,0.3,0.312,LINE_MODE_10,73.9,Clear
73776041,1/2/2020,7:16:41,Import,RU,PORT_20,ZZ,400231,O6A9WFE,3AUYF9E,196669620,204120,202221.684,LINE_MODE_10,40.6,Clear
82760341,1/2/2020,8:15:01,Import,US,PORT_30,OM,390230,BNKZU99,QU5WXTF,715400,3500,3642.45,LINE_MODE_10,73.6,Clear
34402386,1/2/2020,3:49:06,Import,CN,PORT_30,GU,850440,GGYZ5JZ,0IYY5O6,5907.8,27.1,28.271,LINE_MODE_10,75.2,Clear
11945430,1/2/2020,0:10:30,Import,CN,PORT_20,AT,620453,COVEFBY,3T5GEL3,2280,57,58.208,LINE_MODE_10,60.7,Clear
84170957,1/2/2020,4:21:17,Import,CN,PORT_40,IR,460211,O3T6YR6,INKZ5TX,1244.4,3,3.161,LINE_MODE_10,112.6,Low Risk
14511374,1/2/2020,4:40:14,Import,DE,PORT_20,PY,940389,FT3RAPQ,EBAHJLA,128.44,16.9,17.731,LINE_MODE_10,13.2,Clear
24359899,1/2/2020,8:42:19,Import,TW,PORT_20,NG,853340,AI1JGDK,37OCYAL,2302.5,1,1.182,LINE_MODE_10,56.3,Low Risk
86232348,1/2/2020,18:13:48,Import,JP,PORT_40,SV,950631,AV73P2C,0LWHLAN,25085,58,58.708,LINE_MWIDNS,48.7,Clear
10957814,1/2/2020,1:34:14,Import,RU,PORT_40,ZZ,210690,J37IKI5,DWNJQL8,82882.8,655.2,686.597,LINE_MWIDNS,103.1,Low Risk
54764652,1/2/2020,11:36:12,Import,CN,PORT_12,MG,392690,7TXA94X,GTTZC39,141984,1160,1054.974,LINE_B12OMY,11,Low Risk
29865321,1/2/2020,4:31:21,Import,JP,PORT_40,TH,880330,GSRPMYQ,ZBFN1VW,141492.78,59.8,56.852,LINE_MODE_40,8.2,Clear
40101451,1/2/2020,16:33:31,Import,NL,PORT_20,ZZ,851810,LASEQ2U,1CN7YRL,709.6,4,4.143,LINE_MODE_10,70.3,Clear
37260544,1/2/2020,7:13:04,Import,DE,PORT_20,NG,870323,ETFXTYP,S68QCAE,20127.5,2075,2468.918,LINE_MODE_10,93.8,Low Risk
23751881,1/2/2020,7:40:41,Import,US,PORT_10,CA,732690,D37MMAC,0H0CD3P,1.5,1,0.971,LINE_MODE_10,27.4,Clear
49200345,1/2/2020,13:45:45,Import,CN,PORT_121,UZ,700719,2GP42KA,O9KP52G,745.6,32,33.238,LINE_MODE_10,72.2,Clear
78420622,1/2/2020,15:22:22,Import,CN,PORT_13,HN,200899,N3BAC1Z,H1NXRII,961605,22950,23528.34,LINE_EIZP3I,63.3,Clear
